Yield_CT,Yield_change,Latitude,Longitude,Crop,Crop_rotation_CT,Soil_cover_CT,Weed_pest_control_CT,P,E,PB,Tave,Tmax,Tmin,ST
5400.0,-0.1481,43.0,-92.5,maize,0,0.0,1.0,402.0,554.296,-152.296,19.71667,31.54964,-0.20791,Loam
6310.0,0.0158,29.72,76.97,wheat.winter,0,0.0,1.0,142.3,567.774,-425.474,27.88333,41.20086,7.31623,Loam
4324.0,0.0439,-0.52,37.27,maize,0,0.0,1.0,565.7,780.391,-214.691,21.325,30.64233,15.96019,Clay
12061.0,-0.1025,40.47,-86.98,maize,0,0.0,1.0,719.1,490.112,228.988,18.5,28.35973,5.22823,Loam
12000.0,-0.0833,40.42,-86.87,maize,0,0.0,1.0,636.8,506.424,130.376,18.53333,30.00738,4.73855,Loam
4390.0,0.0046,25.0,88.0,rice,1,0.0,1.0,1135.4,429.336,706.064,27.26,33.99582,17.93997,Loam
1975.0,-0.0122,46.82,-100.88,sunflower,0,0.0,1.0,352.5,483.363,-130.863,15.88333,29.04359,-2.28589,Loam
7513.0,-0.0849,34.3,-86.02,maize,0,0.0,1.0,894.4,595.343,299.057,20.88333,32.00902,6.33477,Loam
7120.0,0.0435,28.67,77.2,wheat.winter,0,0.0,1.0,70.6,248.998,-178.398,21.875,27.43239,6.20485,Loam
6510.0,0.0476,28.67,77.2,wheat.winter,0,0.0,1.0,31.3,248.132,-216.832,22.125,29.47552,7.38955,Loam
14230.0,-0.3535,45.61,17.86,maize,1,1.0,1.0,489.5,512.061,-22.561,17.58571,29.77124,5.90084,Loam
2090.0,-0.067,35.18,-102.08,wheat.winter,0,1.0,1.0,349.1,575.219,-226.119,12.95556,31.10949,-6.43165,Loam
8670.0,-0.1084,35.65,107.85,maize,1,0.0,1.0,213.1,415.56,-202.46,17.24,28.30306,3.01697,Loam
3200.0,-0.2375,45.3,-73.35,soybean,0,0.0,1.0,399.1,391.985,7.115,15.96,26.11125,1.7455,Loam
1003.0,0.3121,33.0,-83.0,cotton,1,0.0,1.0,664.0,621.566,42.434,21.61429,33.16327,4.50689,Sandy clay loam
588.0,0.4915,36.18,37.55,wheat.winter,1,0.0,1.0,224.3,415.782,-191.482,16.15,32.22242,0.22076,Loam
10500.0,-0.0476,41.48,-84.15,maize,0,0.0,1.0,460.5,525.209,-64.709,19.91667,31.36946,6.17142,Loam
1740.0,0.0115,-35.12,141.98,wheat.winter,0,0.0,1.0,217.1,302.641,-85.541,12.9,26.69245,5.21766,Sandy loam
5610.0,0.0998,42.7,13.87,wheat.winter,0,0.0,1.0,622.9,575.759,47.141,15.0,24.93683,-1.25412,Loam
6558.0,-0.1313,-27.8,-50.32,maize,0,0.0,1.0,771.1,605.914,165.186,20.28333,25.23432,11.56289,Clay
10780.0,-0.0436,42.75,-76.58,maize,0,0.0,1.0,554.4,507.682,46.718,16.08571,28.81189,-0.16429,Loam
2856.0,0.0074,-23.18,-51.18,wheat.winter,1,0.0,1.0,621.0,492.217,128.783,20.21429,29.27861,12.9943,Clay
10420.0,-0.0614,38.08,-86.15,maize,0,0.0,1.0,524.9,550.974,-26.074,21.11667,31.31532,8.00487,Loam
2680.0,0.0284,34.3,-86.02,soybean,0,0.0,1.0,782.9,465.504,317.396,20.6,30.85223,5.99667,Loam
10997.0,0.0818,-28.92,29.55,maize,0,0.0,1.0,508.4,659.49,-151.09,8.57143,18.98313,1.90458,Clay loam
3540.0,-0.1808,35.54,-97.96,wheat.winter,0,0.0,1.0,801.4,605.959,195.441,15.98889,28.81445,-0.4765,Loam
3863.0,0.0683,41.77,1.27,barley.winter,0,0.0,1.0,441.2,498.336,-57.136,12.05714,23.70359,2.70182,Loam
6710.0,-0.158,28.67,77.2,wheat.winter,0,0.0,1.0,70.6,248.998,-178.398,21.875,27.43239,6.20485,Loam
3834.0,0.1411,41.82,1.28,barley.winter,0,0.0,1.0,462.2,472.595,-10.395,9.95714,21.13165,-0.74854,Loam
925.0,-0.0357,37.87,-84.25,soybean,1,0.0,1.0,219.2,439.053,-219.853,21.84,32.11286,7.69194,Loam
1857.0,-0.1804,53.12,-114.47,barley.spring,0,0.0,1.0,434.2,367.575,66.625,12.54,20.29448,0.96664,Loam
877.0,1.0285,41.8,1.12,barley.winter,0,0.0,1.0,170.7,486.421,-315.721,16.14286,26.82857,0.2771,Loam
2800.0,-0.5357,11.59,37.38,maize,0,0.0,1.0,1110.5,779.029,331.471,17.8125,26.44554,12.10658,Clay loam
3200.0,-0.0313,31.53,75.91,wheat.winter,0,0.0,1.0,195.4,569.092,-373.692,26.2,39.44091,5.65401,Loam
2013.0,0.5728,-24.62,150.87,wheat.winter,1,0.0,1.0,296.8,518.213,-221.413,16.48571,30.61649,4.85195,Loam
10700.0,-0.0654,43.0,-92.5,maize,0,0.0,1.0,541.0,476.404,64.596,17.1,27.43294,2.39289,Loam
3602.0,-0.0183,49.86,-99.96,barley.spring,0,0.0,1.0,255.2,429.431,-174.231,15.7,26.22876,3.51104,Loam
5789.2,0.0176,35.32,106.07,wheat.winter,0,0.0,1.0,584.2,508.603,75.597,8.97,21.38884,-8.15227,Loam
1190.0,-0.0924,30.54,-96.43,wheat.winter,0,0.0,1.0,761.6,702.272,59.328,20.27778,31.5307,4.36489,Loam
5400.0,0.0,29.07,77.77,wheat.winter,0,0.0,1.0,80.0,257.708,-177.708,22.925,28.34596,7.0406,Loam
7000.0,-0.0286,30.98,113.93,rice,0,0.0,1.0,1115.6,518.713,596.887,26.24,33.33053,19.62835,Loam
1000.0,-0.5,31.53,75.91,wheat.winter,0,0.0,1.0,242.2,543.395,-301.195,24.95,36.05557,4.67771,Loam
2840.0,0.1232,42.7,13.87,wheat.winter,0,0.0,1.0,655.1,597.779,57.321,15.16667,25.79672,-2.80289,Loam
6125.0,-0.0204,44.45,26.52,wheat.winter,1,0.0,1.0,564.8,627.275,-62.475,13.92727,32.0074,-6.34909,Clay loam
2200.0,0.0045,30.54,-96.43,wheat.winter,1,0.0,1.0,718.4,708.299,10.101,20.87778,32.25731,5.25766,Loam
1330.0,-0.0602,35.93,37.17,barley.winter,0,0.0,1.0,448.0999904,483.314502,-35.215,15.0875001,30.02375081,0.631366114,Clay loam
3501.0,-0.0037,40.47,-86.98,soybean,0,0.0,1.0,414.8,525.415,-110.615,18.63333,29.7984,7.28592,Loam
2809.0,0.0053,53.42,-113.55,barley.spring,0,0.0,1.0,352.2,402.831,-50.631,13.5,25.15591,4.1516,Loam
14600.0,-0.2808,20.73,-101.32,maize,0,0.0,1.0,592.1,710.877,-118.777,19.52857,32.77286,12.24747,Clay loam
4079.0,-0.1152,40.47,-86.98,soybean,0,0.0,1.0,543.1,505.33,37.77,18.78333,29.55469,7.80008,Loam
4185.0,0.1042,-14.93,34.88,maize,1,0.0,1.0,991.1000009,905.3112985,85.789,26.98750019,28.99885215,15.60156742,Sandy clay loam
4353.0,-0.0163,49.86,-99.96,barley.spring,0,0.0,1.0,271.2,409.754,-138.554,15.04,26.6809,1.83669,Loam
3900.0,-0.0769,42.02,-93.75,soybean,1,0.0,1.0,347.9,535.868,-187.968,19.81667,28.72965,7.02579,Loam
3100.0,-0.0645,31.53,75.91,wheat.winter,0,0.0,1.0,195.4,569.092,-373.692,26.2,39.44091,5.65401,Loam
6837.0,-0.0961,37.9,113.17,maize,0,0.0,1.0,384.1,468.743,-84.643,22.3,28.51738,11.0889,Loam
1500.0,-0.7333,-2.35,30.25,maize,1,0.0,1.0,342.0,526.376,-184.376,24.825,26.99082,16.62827,Clay
2078.0,-0.0539,37.72,140.38,soybean,0,0.0,1.0,625.8,344.494,281.306,21.975,29.27514,14.09053,Loam
1340.0,-0.1045,29.69,-82.32,soybean,0,0.0,1.0,693.0,560.58,132.42,25.76,31.98847,17.11312,Loam
3900.0,0.0769,41.48,-84.15,soybean,0,0.0,1.0,334.7,540.813,-206.113,19.9,32.64844,5.4728,Loam
5380.0,-0.1097,45.61,17.86,wheat.winter,1,0.0,1.0,908.2,560.881,347.319,13.35455,27.77379,-1.95067,Loam
7010.0,0.0183,-28.92,29.55,maize,0,0.0,1.0,295.3,691.762,-396.462,8.9,21.71303,1.28868,Clay loam
3315.0,0.1554,47.17,-118.31,barley.spring,0,0.0,1.0,72.1,442.186,-370.086,17.48,32.18024,2.81345,Loam
9933.0,-0.0025,40.65,-104.98,maize,0,0.0,1.0,197.5,567.114,-369.614,14.04286,29.94307,-9.69776,Loam
4410.0,-0.3265,45.55,17.03,wheat.winter,1,0.0,1.0,864.6,545.538,319.062,11.81818,25.7365,-3.20274,Loam
7524.0,-0.1624,-28.92,29.55,maize,0,0.0,1.0,387.7,664.899,-277.199,8.77143,21.08856,3.85794,Clay loam
2680.0,0.1157,8.13,39.22,wheat.winter,0,1.0,1.0,432.4000168,612.7917589,-180.392,22.72000008,26.89545986,9.709964875,Clay loam
10099.0,0.1792,37.87,-84.25,maize,1,0.0,1.0,405.9,519.175,-113.275,20.13333,29.90718,8.49378,Loam
6200.0,-0.1129,25.58,85.4,rice,0,0.0,1.0,459.2,458.87,0.33,28.36,34.83646,17.34437,Loam
4190.0,0.0859,45.7,-118.6,wheat.winter,0,0.0,1.0,435.2,627.866,-192.666,5.92727,28.22973,-6.62044,Loam
9800.0,0.0,25.0,88.0,maize,1,0.0,1.0,1338.6,381.209,957.391,29.3,34.18875,26.68599,Loam
11508.0,-0.0534,34.3,-86.02,maize,0,0.0,1.0,799.6,609.677,189.923,22.01667,31.09053,10.40166,Loam
1400.0,0.2786,35.65,107.85,soybean,1,0.0,1.0,382.9,501.467,-118.567,17.61667,27.68238,2.36357,Loam
492.0,3.1748,-24.62,150.87,sorghum,0,0.0,1.0,314.4,800.671,-486.271,24.21429,33.20257,13.3756,Loam
3440.0,0.0203,37.53,112.07,wheat.winter,0,0.0,1.0,478.8,528.568,-49.768,10.96,26.48268,-10.95029,Loam
4428.0,-0.1816,37.87,-84.25,wheat.winter,1,0.0,1.0,903.4,503.884,399.516,12.52222,28.46984,-3.83451,Loam
6600.0,0.4242,25.58,85.4,maize,0,0.0,1.0,510.0,420.045,89.955,30.85,37.50149,26.00586,Loam
2475.0,-0.0509,41.8,1.12,barley.winter,0,0.0,1.0,342.2,481.439,-139.239,16.25714,25.40583,2.79712,Loam
3179.5,0.0246,35.32,106.07,wheat.winter,0,0.0,1.0,337.3,511.009,-173.709,9.25,24.99609,-8.82991,Loam
3160.0,-0.0823,8.03,39.17,wheat.winter,0,1.0,1.0,153.8,623.009,-469.209,23.42,29.6981,9.87169,Clay loam
13100.0,-0.3053,40.42,-83.25,maize,0,0.0,1.0,487.1,527.38,-40.28,20.1,30.3156,5.52771,Loam
8200.0,-0.0854,-15.59,-47.7,maize,0,0.0,1.0,1089.7,710.09,379.61,25.48333,29.24391,18.14437,Sandy clay
2260.0,-0.1814,30.54,-96.43,wheat.winter,1,0.0,1.0,761.6,702.272,59.328,20.27778,31.5307,4.36489,Loam
7260.0,-0.0096,46.59,-116.95,wheat.winter,1,0.0,1.0,491.5,646.139,-154.639,11.54545,31.41693,-3.63194,Loam
7010.0,-0.1616,34.3,-86.02,maize,0,0.0,1.0,619.4,646.371,-26.971,23.25,32.34329,8.52078,Loam
3474.0,-0.0463,40.47,-86.98,soybean,0,0.0,1.0,561.1,540.171,20.929,19.55,30.23676,1.81497,Loam
6990.0,-0.329,40.65,-104.98,maize,0,0.0,1.0,223.0,576.644,-353.644,14.8,31.98261,-5.42037,Loam
3490.0,-0.6905,9.07,38.48,wheat.winter,0,0.0,1.0,415.4,697.924,-282.524,20.41429,24.3614,7.81478,Clay loam
3550.0,0.1014,35.18,-102.08,sorghum,0,0.0,1.0,330.6,545.749,-215.149,22.12,32.97796,11.06854,Loam
2811.0,0.2006,-23.18,-51.18,soybean,1,0.0,1.0,1205.4,735.595,469.805,27.56667,33.28301,19.07521,Clay
25100.0,-0.008,32.53,-83.85,maize,0,0.0,1.0,847.1,683.766,163.334,24.78333,34.86976,10.59911,Sandy loam
1590.0,-0.0881,53.42,-113.55,barley.spring,0,0.0,1.0,405.2,391.731,13.469,13.14,23.33975,2.96978,Loam
11490.0,-0.154,45.61,17.86,maize,1,1.0,1.0,489.5,512.061,-22.561,17.58571,29.77124,5.90084,Loam
6720.0,-0.0147,-27.8,-50.32,maize,0,0.0,1.0,1498.4,542.896,955.504,20.85,25.88517,12.58576,Clay
1113.0,0.1087,34.18,-101.95,cotton,0,0.0,1.0,370.3,556.641,-186.341,21.4,31.78707,8.3505,Loam
1987.0,0.0594,35.67,107.87,soybean,1,0.0,1.0,320.8,489.299,-168.499,17.8,29.09027,2.10085,Loam
2121.0,-0.1768,50.29,-107.79,wheat.spring,0,0.0,1.0,359.3999977,413.4693584,-54.069,15.53999996,27.34607918,4.048872917,Loam
3770.0,-0.4005,45.55,17.03,soybean,1,0.0,1.0,430.6,447.856,-17.256,19.4,29.77188,7.15334,Loam
1441.0,0.4261,41.8,1.12,barley.winter,0,0.0,1.0,215.3,475.366,-260.066,15.17143,28.85815,-1.6621,Loam
1996.0,-0.1478,34.68,-86.87,cotton,1,0.0,1.0,817.7,626.232,191.468,20.94286,34.1347,4.30739,Loam
7938.0,-0.0394,44.45,26.52,wheat.winter,1,0.0,1.0,594.7,654.637,-59.937,13.1,31.34772,-3.69426,Clay loam
6970.0,-0.04,59.81,17.66,barley.spring,1,0.0,1.0,242.4,302.808,-60.408,13.92,21.57994,5.50431,Loam
8890.0,0.0067,40.8,-96.67,maize,0,0.0,1.0,569.0,554.804,14.196,20.45,31.07792,4.70649,Loam
4920.0,-0.1463,28.67,77.2,maize,0,0.0,1.0,843.5,449.03,394.47,29.74,40.53674,20.90237,Loam
3400.0,0.0618,28.63,77.18,wheat.winter,1,0.0,1.0,65.0,245.631,-180.631,21.35,27.827,6.06131,Loam
4540.0,0.0623,37.77,-4.52,wheat.winter,1,0.0,1.0,477.0,424.664,52.336,16.42857,23.81706,6.54283,Clay loam
2630.0,-0.0951,30.54,-96.43,wheat.winter,1,0.0,1.0,685.2,728.057,-42.857,20.37778,34.12993,2.44992,Loam
5000.0,-0.06,42.02,-93.75,maize,0,0.0,1.0,1068.4,461.978,606.422,17.96667,27.72779,4.43333,Loam
3273.0,-0.1812,41.8,1.12,barley.winter,0,0.0,1.0,261.5,488.686,-227.186,16.17143,29.99067,1.43858,Loam
5076.0,-0.1432,37.5,112.5,maize,0,0.0,1.0,405.2,447.945,-42.745,23.86,30.97464,11.51271,Loam
6815.0,-0.0876,41.22,-83.77,maize,0,0.0,1.0,549.5,522.775,26.725,19.71667,29.66955,1.7055,Loam
11457.0,0.0585,39.55,100.75,maize,0,0.0,1.0,-11.0,249.642,-260.642,13.62,27.77941,-5.48222,Loam
4140.0,0.1377,34.03,-83.42,sorghum,1,0.0,1.0,937.4,586.38,351.02,22.23333,30.7501,10.46886,Loam
2863.0,-0.4062,50.07,-112.11,barley.spring,0,0.0,1.0,172.9,410.89,-237.99,15.16,29.34065,3.89239,Silt loam
11400.0,-0.0614,31.68,121.56,rice,0,0.0,1.0,838.1,440.514,397.586,24.72,31.38759,17.53496,Loam
3520.8,-0.0125,35.32,106.07,wheat.winter,0,0.0,1.0,337.3,511.009,-173.709,9.25,24.99609,-8.82991,Loam
12100.0,-0.0992,45.55,18.69,maize,0,0.0,1.0,533.1,443.249,89.851,15.75714,26.23392,3.62873,Loam
7732.0,0.0153,28.25,116.92,rice,0,1.0,1.0,1249.5,330.209,919.291,20.925,30.2299,9.67605,Clay loam
10800.0,-0.1481,42.22,-82.73,maize,1,0.0,1.0,425.9,510.382,-84.482,18.18333,27.80017,7.15456,Clay loam
10450.0,0.0641,28.18,113.07,rice,0,0.0,1.0,776.8,346.064,430.736,19.875,27.30806,7.64725,Clay loam
2680.0,-0.4067,19.52,-98.83,maize,0,0.0,1.0,841.9,670.672,171.228,12.41429,22.00519,7.05137,Loam
4830.0,-0.1511,28.67,77.2,maize,0,0.0,1.0,538.8,469.459,69.341,29.4,38.09192,19.49525,Loam
4676.0,0.203,25.62,85.22,wheat.winter,1,1.0,1.0,69.8,495.965,-426.165,27.9,36.03016,9.53971,Loam
1817.0,-0.0848,43.87,-93.51,soybean,0,0.0,1.0,880.2,432.765,447.435,15.93333,26.13366,1.92474,Loam
10610.0,-0.0264,38.08,-86.15,maize,0,0.0,1.0,595.3,501.298,94.002,19.96667,30.12658,7.14011,Loam
1930.0,-0.0503,32.32,-86.9,soybean,1,0.0,1.0,558.2,540.231,17.969,22.13333,34.89804,6.10874,Clay
7000.0,-0.0429,43.0,-92.5,maize,0,0.0,1.0,760.3,503.469,256.831,18.06667,31.50872,4.28239,Loam
1400.0,0.2143,31.53,75.91,wheat.winter,0,0.0,1.0,242.2,543.395,-301.195,24.95,36.05557,4.67771,Loam
6735.0,0.0159,49.31,17.09,wheat.winter,1,0.0,1.0,635.0,419.631,215.369,6.98,27.84004,-9.07415,Loam
4746.0,0.1338,35.32,106.07,maize,0,0.0,1.0,239.3,377.762,-138.462,13.84,24.53529,0.1758,Loam
6540.0,0.1086,19.52,-98.83,wheat.spring,0,0.0,1.0,854.2,560.386,293.814,13.12,22.15133,10.45695,Loam
6553.0,-0.0783,51.33,-85.33,maize,0,0.0,1.0,262.0,379.32,-117.32,11.15,22.09153,-0.10379,Clay
850.0,1.5847,41.8,1.12,barley.winter,0,0.0,1.0,240.7,484.196,-243.496,15.78571,27.16659,0.12838,Loam
7161.0,-0.3157,41.12,-96.5,maize,0,0.0,1.0,806.4,537.739,268.661,18.8,29.28899,5.86404,Loam
10044.0,0.1025,43.3,-89.35,maize,0,0.0,1.0,554.3,479.931,74.369,17.71667,28.13424,5.21823,Loam
11052.0,-0.159,43.3,-89.35,maize,0,0.0,1.0,554.3,479.931,74.369,17.71667,28.13424,5.21823,Loam
203.0,2.0493,46.82,-100.88,sunflower,0,0.0,1.0,331.0,473.002,-142.002,16.4,31.20156,-2.69845,Loam
10832.0,0.0029,32.32,-86.9,maize,0,0.0,1.0,647.0,642.709,4.291,22.95,32.88844,11.05887,Clay
11270.0,-0.102,38.08,-86.15,maize,0,0.0,1.0,660.2,521.501,138.699,20.63333,30.74465,10.41143,Loam
5081.0,-0.0638,-0.52,37.27,maize,0,0.0,1.0,659.4,732.25,-72.85,20.875,31.60278,15.39401,Clay
666.0,0.515,32.53,-83.85,cotton,1,0.0,1.0,538.9,694.513,-155.613,22.28571,35.00684,5.9839,Sandy loam
7247.0,-0.612,44.73,-93.12,maize,0,0.0,1.0,777.1,428.665,348.435,15.41667,26.56657,1.82102,Loam
12092.0,0.0036,40.47,-86.98,maize,0,0.0,1.0,719.1,490.112,228.988,18.5,28.35973,5.22823,Loam
7220.0,-0.0623,40.83,-96.47,maize,1,0.0,0.0,418.7999954,571.5766397,-152.777,21.03333362,32.86364943,5.623964371,Loam
5090.0,-0.0196,64.68,25.08,barley.spring,0,0.0,1.0,252.1,296.794,-44.694,12.34,24.40891,3.2178,Sandy clay loam
3380.0,-0.0621,39.8,-96.5,wheat.winter,1,0.0,1.0,541.6,680.703,-139.103,13.71,33.37428,-8.10047,Loam
474.0,0.173,34.63,-99.33,cotton,0,0.0,1.0,288.3,606.203,-317.903,24.16667,36.9783,10.99838,Loam
2555.0,-0.1112,50.29,-107.79,wheat.spring,0,0.0,1.0,359.3999977,413.4693584,-54.069,15.53999996,27.34607918,4.048872917,Loam
5730.0,-0.1248,43.3,-89.35,maize,0,0.0,1.0,720.8,421.178,299.622,16.55,27.59575,2.14545,Loam
11000.0,-0.0818,42.02,-93.75,maize,0,0.0,1.0,530.2,543.476,-13.276,18.98333,31.00905,3.25557,Loam
4094.0,0.2066,37.77,-4.52,wheat.winter,1,0.0,1.0,477.0,424.664,52.336,16.42857,23.81706,6.54283,Clay loam
2871.0,0.395,-23.18,-51.18,soybean,1,0.0,1.0,1407.5,682.595,724.904,26.3,31.79579,17.36135,Clay
2641.0,0.0689,36.32,106.75,wheat.winter,0,0.0,1.0,298.1,460.258,-162.158,7.69,25.10512,-14.4547,Loam
2000.0,0.805,-23.18,-51.18,soybean,1,0.0,1.0,929.4,728.701,200.699,26.6,32.14787,17.35024,Clay
1983.0,-0.0671,34.3,-86.02,soybean,0,0.0,1.0,483.4,530.454,-47.054,20.53333,35.02888,2.76552,Loam
9400.0,-0.2128,45.55,18.69,maize,0,0.0,1.0,374.5,483.66,-109.16,17.3,26.91908,3.41256,Loam
1546.0,-0.5524,32.53,-83.85,cotton,1,0.0,1.0,648.6,654.421,-5.821,22.55714,33.47152,4.91611,Sandy loam
2310.0,-0.5455,45.7,-118.6,wheat.spring,0,0.0,1.0,196.9,582.62,-385.72,10.8,26.27565,-0.3756,Loam
1690.0,-0.6213,-5.17,35.73,sorghum,0,0.0,1.0,479.2999929,617.6433105,-138.343,21.3166666,28.81061663,14.77720337,Sandy clay loam
3366.0,-0.1842,-23.18,-51.18,wheat.winter,1,0.0,1.0,602.4,537.267,65.133,21.0,33.06665,12.0175,Clay
5070.0,0.0138,28.67,77.2,wheat.winter,0,0.0,0.0,31.3,248.132,-216.832,22.125,29.47552,7.38955,Loam
4535.0,1.0128,-13.97,33.65,maize,0,0.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
2000.0,0.05,39.8,-90.82,soybean,0,0.0,1.0,379.2,589.94,-210.74,21.66667,36.0036,6.03471,Loam
8560.0,-0.0514,42.22,-82.73,maize,1,0.0,1.0,420.1,556.534,-136.434,19.36667,25.53342,10.18117,Clay loam
9781.0,0.0949,30.4,104.6,rice,0,0.0,0.0,776.6,466.071,310.529,24.56,30.20104,15.77936,Loam
7700.0,0.0519,31.38,72.03,maize,0,0.0,1.0,202.1,384.957,-182.857,31.72,41.81672,19.74682,Loam
3101.0,0.0316,53.12,-114.47,barley.spring,0,0.0,1.0,450.3,389.811,60.489,12.68,21.0799,2.61862,Loam
4419.0,0.1862,34.68,-86.87,maize,1,0.0,1.0,695.5,605.248,90.252,22.65,32.97991,9.33402,Loam
14148.0,-0.2272,-28.92,29.55,maize,0,0.0,1.0,538.3,648.262,-109.962,7.8,18.91165,2.73168,Clay loam
1000.0,0.0,31.53,75.91,wheat.winter,0,0.0,1.0,390.5,544.044,-153.544,25.9,38.21095,6.19316,Loam
2030.0,-0.202,30.54,-96.43,soybean,1,0.0,1.0,400.9,573.894,-172.994,26.28,36.28187,14.89708,Loam
9683.0,-0.1658,43.3,-89.35,maize,0,0.0,1.0,554.3,479.931,74.369,17.71667,28.13424,5.21823,Loam
10630.0,-0.0405,28.67,77.2,maize,0,0.0,1.0,538.8,469.459,69.341,29.4,38.09192,19.49525,Loam
9443.0,-0.0122,51.33,-85.33,maize,0,0.0,1.0,260.5,381.57,-121.07,11.13333,23.96254,-1.04606,Clay
3189.0,0.1163,-23.18,-51.18,soybean,1,0.0,1.0,677.9,727.297,-49.397,25.41667,30.02567,16.95299,Clay
39730.0,-0.0209,40.63,22.8,maize,0,0.0,1.0,-22.5,449.864,-472.364,24.26,34.49054,13.94697,Clay loam
2460.0,0.2154,53.9,-110.9,barley.spring,0,0.0,1.0,179.9,407.662,-227.762,14.54,26.40177,4.01401,Loam
5602.0,0.0316,28.25,116.92,rice,0,0.0,1.0,1249.5,330.209,919.291,20.925,30.2299,9.67605,Clay loam
415.0,-0.0024,-17.82,31.57,maize,0,0.0,1.0,755.6,629.893,125.707,21.53333,25.16097,8.72194,Sandy loam
13800.0,0.1232,31.38,72.03,maize,0,1.0,1.0,202.1,384.957,-182.857,31.72,41.81672,19.74682,Loam
5500.0,-0.0727,25.58,85.4,rice,0,0.0,1.0,416.8,444.714,-27.914,27.84,34.50677,16.48482,Loam
5700.0,0.0526,29.07,77.77,wheat.winter,0,0.0,1.0,80.0,257.708,-177.708,22.925,28.34596,7.0406,Loam
4200.0,0.1786,44.22,-73.26,maize,0,0.0,1.0,709.5,420.276,289.224,13.57143,24.4664,-6.40225,Loam
3900.0,-0.0513,31.53,75.91,maize,0,0.0,1.0,558.3,525.754,32.546,30.08,40.72791,18.32898,Loam
4194.0,0.0997,25.62,85.22,rice,1,1.0,1.0,621.5,463.801,157.699,28.18,35.25414,16.45587,Loam
1100.0,-0.2727,31.53,75.91,wheat.winter,0,0.0,1.0,204.6,554.949,-350.349,26.06667,40.09929,6.93552,Loam
1981.0,-0.0601,34.68,-86.87,cotton,1,0.0,1.0,817.7,626.232,191.468,20.94286,34.1347,4.30739,Loam
7815.0,-0.0819,40.25,-85.15,maize,0,0.0,1.0,773.0,482.841,290.159,18.0,27.72907,5.10311,Loam
10500.0,0.0629,38.52,-89.84,maize,0,0.0,1.0,651.8,569.127,82.673,21.26667,31.9399,9.04046,Loam
7591.616822,0.2022,40.85,-96.47,sorghum,0,0.0,1.0,569.0,554.804,14.196,20.45,31.07792,4.70649,Loam
2900.0,-0.3793,45.63,-72.9,maize,0,0.0,1.0,695.2,449.951,245.249,15.4,26.30599,2.38646,Loam
3100.0,0.1935,31.53,75.91,maize,0,0.0,1.0,660.6,519.729,140.871,29.08,36.08873,16.77941,Loam
4516.0,0.3333,37.99,-100.82,maize,0,0.0,1.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872,Sandy loam
2610.0,0.0115,8.13,39.22,wheat.winter,0,1.0,1.0,153.7999983,623.0092368,-469.209,23.42000008,29.69809614,9.871693273,Clay loam
8650.0,-0.0566,-37.75,-58.3,maize,1,0.0,1.0,693.9,605.484,88.416,17.51429,25.78936,8.37571,Clay loam
4453.0,-0.2183,55.94,-3.21,barley.spring,0,0.0,1.0,290.2,261.657,28.543,9.08,18.25129,0.9253,Sandy loam
4500.0,0.0,23.9,91.32,rice,0,0.0,1.0,834.0,452.818,381.182,27.32,32.97526,18.00254,Loam
1854.481481,0.1739,40.85,-96.47,soybean,0,0.0,1.0,673.2,567.987,105.213,20.15,32.99246,6.17767,Loam
8850.0,-0.5481,44.87,20.33,maize,0,0.0,1.0,652.7,521.411,131.289,17.97143,29.63389,7.03558,Loam
21000.0,-0.23,45.2,9.68,maize,0,0.0,1.0,134.9,488.709,-353.809,15.9,24.49918,5.16301,Loam
4758.0,-0.0858,-14.49,35.25,maize,0,0.0,1.0,724.3,1020.887,-296.587,30.075,31.11509,17.37379,Clay loam
1080.0,-0.1296,8.03,39.17,wheat.winter,0,1.0,1.0,215.3,610.525,-395.225,22.54,28.37824,10.95003,Clay loam
1356.0,-0.0524,53.12,-114.47,barley.spring,0,0.0,1.0,434.2,367.575,66.625,12.54,20.29448,0.96664,Loam
6207.0,-0.1479,55.94,-3.21,barley.spring,0,0.0,1.0,307.8,236.136,71.664,8.7,17.68275,1.58817,Sandy loam
13831.0,-0.2546,45.47,-73.75,maize,0,0.0,1.0,572.1,492.007,80.093,15.98333,27.16554,1.73544,Loam
4561.0,0.1173,46.4,6.23,wheat.winter,0,0.0,1.0,1255.0,484.634,770.366,8.50909,22.19896,-2.25902,Loam
2000.0,-0.05,31.53,75.91,wheat.winter,0,0.0,1.0,204.6,554.949,-350.349,26.06667,40.09929,6.93552,Loam
6080.0,0.1349,38.0,-84.5,maize,0,0.0,1.0,520.8,526.162,-5.362,20.41667,30.35739,8.60403,Loam
1530.0,-0.2105,12.42,-1.35,sorghum,0,0.0,1.0,597.1,597.185,-0.085,28.15,36.52222,20.42288,Sandy loam
4576.0,-0.0133,35.32,106.07,wheat.winter,0,0.0,1.0,198.1,488.551,-290.451,8.54,21.31538,-7.96359,Loam
7016.0,-0.0453,42.22,-82.73,maize,0,0.0,1.0,246.2,535.153,-288.953,18.6,26.97492,7.50703,Clay loam
10600.0,0.0943,42.02,-93.75,maize,1,0.0,1.0,347.9,535.868,-187.968,19.81667,28.72965,7.02579,Loam
